student_id,department,faculty,domicile,status,gender,age,application_date
STU00590,English,Arts & Humanities,Home,Enrolled,Female,20.0,2023-04-06 13:06:39.332777
STU00591,Engineering,Engineering,Home,Enrolled,Female,24.0,2023-04-06 16:26:01.301084
STU00592,Mathematics,Science,Home,Enrolled,,25.0,2023-04-06 19:45:23.269391
STU00593,Mathematics,Science,Home,Rejected,Female,22.0,2023-04-06 23:04:45.237698
STU00594,Veterinary Medicine,Clinical Medicine,International,Rejected,Male,22.0,2023-04-07 02:24:07.206005
STU00595,Computer Science,Science,International,Rejected,Male,25.0,2023-04-07 05:43:29.174311
STU00596,Engineering,Engineering,Home,Enrolled,Female,18.0,2023-04-07 09:02:51.142618
STU00597,Medicine,Clinical Medicine,Home,Enrolled,Male,22.0,2023-04-07 12:22:13.110925
STU00598,Physics,Science,Home,Enrolled,Female,25.0,2023-04-07 15:41:35.079232
STU00599,English,Arts & Humanities,Home,Enrolled,Female,22.0,2023-04-07 19:00:57.047539
STU00600,Chemical Engineering,Engineering,International,Enrolled,Female,25.0,2023-04-07 22:20:19.015846
STU00601,Philosophy,Arts & Humanities,Home,Rejected,Female,21.0,2023-04-08 01:39:40.984153
STU00602,Medicine,Clinical Medicine,Home,Rejected,Male,22.0,2023-04-08 04:59:02.952460
STU00603,Economics,Social Sciences,Home,Enrolled,Female,19.0,2023-04-08 08:18:24.920767
STU00604,Medicine,Clinical Medicine,Home,Enrolled,Male,23.0,2023-04-08 11:37:46.889074
STU00605,Medicine,Clinical Medicine,International,Enrolled,,24.0,2023-04-08 14:57:08.857381
STU00606,Politics,Social Sciences,Home,Rejected,Female,25.0,2023-04-08 18:16:30.825688
STU00607,Economics,Social Sciences,International,Enrolled,Female,19.0,2023-04-08 21:35:52.793994
STU00608,Veterinary Medicine,Clinical Medicine,Home,Enrolled,Female,18.0,2023-04-09 00:55:14.762301
STU00609,Philosophy,Arts & Humanities,Home,Rejected,Male,20.0,2023-04-09 04:14:36.730608
STU00610,Physics,Science,International,Enrolled,Male,20.0,2023-04-09 07:33:58.698915
STU00611,Medicine,Clinical Medicine,Home,Enrolled,Female,20.0,2023-04-09 10:53:20.667222
STU00612,Computer Science,Science,International,Enrolled,Male,18.0,2023-04-09 14:12:42.635529
STU00613,Psychology,Social Sciences,International,Rejected,Female,24.0,2023-04-09 17:32:04.603836
STU00614,Economics,Social Sciences,Home,Enrolled,Male,23.0,2023-04-09 20:51:26.572143
STU00615,Sociology,Social Sciences,Home,Rejected,Female,22.0,2023-04-10 00:10:48.540450
STU00616,BIOLOGY,Science,International,Enrolled,Male,19.0,2023-04-10 03:30:10.508757
STU00617,Medicine,Clinical Medicine,Home,Rejected,Female,20.0,2023-04-10 06:49:32.477064
STU00618,Computer Science,Science,Home,Enrolled,Female,20.0,2023-04-10 10:08:54.445371
STU00619,Medicine,Clinical Medicine,International,Rejected,Male,23.0,2023-04-10 13:28:16.413678
STU00620,Physics,Science,Home,Enrolled,Female,22.0,2023-04-10 16:47:38.381984
STU00621,Physics,Science,Home,Rejected,Male,23.0,2023-04-10 20:07:00.350291
STU00622,Classics,Arts & Humanities,Home,Enrolled,Female,23.0,2023-04-10 23:26:22.318598
STU00623,Mathematics,Science,International,Rejected,Male,18.0,2023-04-11 02:45:44.286905
STU00624,Classics,Arts & Humanities,International,Enrolled,Female,22.0,2023-04-11 06:05:06.255212
STU00625,Sociology,Social Sciences,International,Enrolled,Male,25.0,2023-04-11 09:24:28.223519
STU00626,Veterinary Medicine,Clinical Medicine,Home,Enrolled,Male,20.0,2023-04-11 12:43:50.191826
STU00627,Mathematics,Science,International,Enrolled,Male,20.0,2023-04-11 16:03:12.160133
STU00628,Physics,Science,Home,Enrolled,Female,21.0,2023-04-11 19:22:34.128440
STU00629,Economics,Social Sciences,International,Rejected,Male,19.0,2023-04-11 22:41:56.096747
STU00630,Medicine,Clinical Medicine,International,Rejected,Male,19.0,2023-04-12 02:01:18.065054
STU00631,Civil Engineering,Engineering,Home,Enrolled,Male,20.0,2023-04-12 05:20:40.033361
STU00632,Sociology,Social Sciences,Home,Enrolled,Male,25.0,2023-04-12 08:40:02.001668
STU00633,Physics,Science,International,Enrolled,Male,23.0,2023-04-12 11:59:23.969974
STU00634,Philosophy,Arts & Humanities,International,Enrolled,Male,25.0,2023-04-12 15:18:45.938281
STU00635,Mathematics,Science,International,Enrolled,Male,23.0,2023-04-12 18:38:07.906588
STU00636,Physics,Science,International,Rejected,Non-binary,22.0,2023-04-12 21:57:29.874895
STU00637,Mathematics,Science,Home,Enrolled,Male,19.0,2023-04-13 01:16:51.843202
STU00638,English,Arts & Humanities,Home,Enrolled,Female,20.0,2023-04-13 04:36:13.811509
STU00639,Sociology,Social Sciences,Home,Enrolled,Male,22.0,2023-04-13 07:55:35.779816
STU00640,Physics,Science,International,Enrolled,Female,20.0,2023-04-13 11:14:57.748123
STU00641,Chemical Engineering,Engineering,Home,Rejected,,24.0,2023-04-13 14:34:19.716430
STU00642,Psychology,Social Sciences,International,Rejected,Female,19.0,2023-04-13 17:53:41.684737
STU00643,Medicine,Clinical Medicine,Home,Enrolled,Female,25.0,2023-04-13 21:13:03.653044
STU00644,Classics,Arts & Humanities,Home,Enrolled,Female,18.0,2023-04-14 00:32:25.621351
STU00645,Engineering,Engineering,International,Enrolled,Female,18.0,2023-04-14 03:51:47.589658
STU00646,Economics,Social Sciences,International,Enrolled,Male,18.0,2023-04-14 07:11:09.557964
STU00647,Engineering,Engineering,Home,Enrolled,Female,22.0,2023-04-14 10:30:31.526271
STU00648,Psychology,Social Sciences,Home,Rejected,Female,22.0,2023-04-14 13:49:53.494578
STU00649,Economics,Social Sciences,Home,Enrolled,Male,19.0,2023-04-14 17:09:15.462885
STU00650,Biology,Science,Home,Enrolled,Female,21.0,2023-04-14 20:28:37.431192
STU00651,Mathematics,Science,Home,Enrolled,Male,21.0,2023-04-14 23:47:59.399499
STU00652,HISTORY,Arts & Humanities,Home,Enrolled,Female,23.0,2023-04-15 03:07:21.367806
STU00653,Chemical Engineering,Engineering,Home,Enrolled,Female,20.0,2023-04-15 06:26:43.336113
STU00654,Economics,Social Sciences,International,Enrolled,Female,22.0,2023-04-15 09:46:05.304420
STU00655,Pharmacology,Clinical Medicine,International,Enrolled,Male,23.0,2023-04-15 13:05:27.272727
STU00656,Chemistry,Science,Home,Rejected,Male,21.0,2023-04-15 16:24:49.241034
STU00657,History,Arts & Humanities,International,Enrolled,Male,19.0,2023-04-15 19:44:11.209341
STU00658,Politics,Social Sciences,Home,Enrolled,Female,18.0,2023-04-15 23:03:33.177648
STU00659,HISTORY,Arts & Humanities,International,Enrolled,Non-binary,21.0,2023-04-16 02:22:55.145954
STU00660,Music,Arts & Humanities,International,Enrolled,Male,20.0,2023-04-16 05:42:17.114261
STU00661,Psychology,Social Sciences,International,Enrolled,Male,18.0,2023-04-16 09:01:39.082568
STU00662,Computer Science,Science,Home,Enrolled,Male,19.0,2023-04-16 12:21:01.050875
STU00663,Civil Engineering,Engineering,Home,Enrolled,Female,25.0,2023-04-16 15:40:23.019182
STU00664,Classics,Arts & Humanities,International,Rejected,Non-binary,20.0,2023-04-16 18:59:44.987489
STU00665,Veterinary Medicine,Clinical Medicine,Home,Rejected,Male,19.0,2023-04-16 22:19:06.955796
STU00666,Psychology,Social Sciences,Home,Enrolled,Female,23.0,2023-04-17 01:38:28.924103
STU00667,Veterinary Medicine,Clinical Medicine,Home,Enrolled,Female,24.0,2023-04-17 04:57:50.892410
STU00668,Physics,Science,Home,Enrolled,Male,21.0,2023-04-17 08:17:12.860717
STU00669,Sociology,Social Sciences,Home,Rejected,Female,23.0,2023-04-17 11:36:34.829024
STU00670,Biology,Science,Home,Enrolled,Male,19.0,2023-04-17 14:55:56.797331
STU00671,Biology,Science,International,Enrolled,Female,25.0,2023-04-17 18:15:18.765638
STU00672,Engineering,Engineering,International,Rejected,Female,22.0,2023-04-17 21:34:40.733944
STU00673,CIVIL ENGINEERING,Engineering,Home,Rejected,Female,18.0,2023-04-18 00:54:02.702251
STU00674,Computer Science,Science,International,Enrolled,Female,25.0,2023-04-18 04:13:24.670558
STU00675,Politics,Social Sciences,Home,Enrolled,Male,22.0,2023-04-18 07:32:46.638865
STU00676,Psychology,Social Sciences,International,Rejected,Male,22.0,2023-04-18 10:52:08.607172
STU00677,Medicine,Clinical Medicine,International,Rejected,Female,25.0,2023-04-18 14:11:30.575479
STU00678,Chemical Engineering,Engineering,Home,Rejected,Male,24.0,2023-04-18 17:30:52.543786
STU00679,Mathematics,Science,Home,Enrolled,Male,24.0,2023-04-18 20:50:14.512093
STU00680,Mathematics,Science,Home,Enrolled,Female,19.0,2023-04-19 00:09:36.480400
STU00681,Geography,Social Sciences,Home,Rejected,Male,25.0,2023-04-19 03:28:58.448707
STU00682,Mathematics,Science,Home,Enrolled,Female,23.0,2023-04-19 06:48:20.417014
STU00683,Mathematics,Science,International,Enrolled,Female,25.0,2023-04-19 10:07:42.385321
STU00684,History,Arts & Humanities,International,Rejected,Female,24.0,
STU00685,English,Arts & Humanities,Home,Rejected,Male,19.0,
STU00686,Biology,Science,Home,Enrolled,Male,24.0,2023-04-19 20:05:48.290241
STU00687,Psychology,Social Sciences,International,Rejected,Male,19.0,2023-04-19 23:25:10.258548
STU00688,Computer Science,Science,Home,Enrolled,Male,20.0,2023-04-20 02:44:32.226855
STU00689,Physics,Science,Home,Rejected,Male,21.0,2023-04-20 06:03:54.195162
STU00690,Medicine,Clinical Medicine,Home,Enrolled,Male,24.0,2023-04-20 09:23:16.163469
STU00691,Medicine,Clinical Medicine,Home,Rejected,Female,24.0,2023-04-20 12:42:38.131776
STU00692,Biology,Science,Home,Rejected,Male,22.0,2023-04-20 16:02:00.100083
STU00693,Medicine,Clinical Medicine,International,Rejected,Male,22.0,2023-04-20 19:21:22.068390
STU00694,Engineering,Engineering,Home,Enrolled,Female,24.0,2023-04-20 22:40:44.036697
STU00695,Veterinary Medicine,Clinical Medicine,Home,Enrolled,Male,24.0,2023-04-21 02:00:06.005004
STU00696,Politics,Social Sciences,Home,Rejected,Female,22.0,2023-04-21 05:19:27.973311
STU00697,Geography,Social Sciences,Home,Enrolled,Non-binary,25.0,2023-04-21 08:38:49.941618
STU00698,Engineering,Engineering,Home,Rejected,Male,22.0,
STU00699,Biology,Science,International,Rejected,Male,21.0,2023-04-21 15:17:33.878231
STU00700,SOCIOLOGY,Social Sciences,Home,Rejected,Male,20.0,2023-04-21 18:36:55.846538
STU00701,Politics,Social Sciences,Home,Enrolled,Female,18.0,2023-04-21 21:56:17.814845
STU00702,ENGINEERING,Engineering,International,Rejected,Female,25.0,2023-04-22 01:15:39.783152
STU00703,Pharmacology,Clinical Medicine,International,Rejected,Non-binary,20.0,2023-04-22 04:35:01.751459
STU00704,History,Arts & Humanities,Home,Enrolled,Female,23.0,2023-04-22 07:54:23.719766
STU00705,Mathematics,Science,Home,Enrolled,Male,19.0,2023-04-22 11:13:45.688073
STU00706,Computer Science,Science,International,Enrolled,Male,25.0,2023-04-22 14:33:07.656380
STU00707,Medicine,Clinical Medicine,Home,Enrolled,Male,21.0,2023-04-22 17:52:29.624687
STU00708,Psychology,Social Sciences,Home,Enrolled,Male,25.0,2023-04-22 21:11:51.592994
STU00709,Computer Science,Science,Home,Enrolled,Female,22.0,2023-04-23 00:31:13.561301
STU00710,Classics,Arts & Humanities,Home,Rejected,Female,18.0,2023-04-23 03:50:35.529608
STU00711,Medicine,Clinical Medicine,Home,Rejected,Male,18.0,2023-04-23 07:09:57.497914
STU00712,Medicine,Clinical Medicine,Home,Rejected,Male,19.0,2023-04-23 10:29:19.466221
STU00713,Chemical Engineering,Engineering,Home,Enrolled,Female,23.0,2023-04-23 13:48:41.434528
STU00714,Economics,Social Sciences,Home,Enrolled,Male,25.0,2023-04-23 17:08:03.402835
STU00715,Economics,Social Sciences,Home,Enrolled,Male,18.0,2023-04-23 20:27:25.371142
STU00716,History,Arts & Humanities,Home,Enrolled,Male,22.0,2023-04-23 23:46:47.339449
STU00717,History,Arts & Humanities,Home,Enrolled,Female,20.0,2023-04-24 03:06:09.307756
STU00718,Biology,Science,Home,Rejected,Female,20.0,2023-04-24 06:25:31.276063
STU00719,Computer Science,Science,Home,Rejected,Male,24.0,2023-04-24 09:44:53.244370
STU00720,PHYSICS,Science,Home,Rejected,Male,19.0,2023-04-24 13:04:15.212677
STU00721,Philosophy,Arts & Humanities,International,Enrolled,Male,25.0,2023-04-24 16:23:37.180984
STU00722,Chemical Engineering,Engineering,Home,Enrolled,Female,25.0,2023-04-24 19:42:59.149291
STU00723,Engineering,Engineering,Home,enrolled,Male,20.0,2023-04-24 23:02:21.117597
STU00724,Psychology,Social Sciences,Home,Enrolled,Female,24.0,2023-04-25 02:21:43.085904
STU00725,Chemical Engineering,Engineering,Home,Enrolled,Male,24.0,2023-04-25 05:41:05.054211
STU00726,Civil Engineering,Engineering,Home,Enrolled,Female,23.0,2023-04-25 09:00:27.022518
STU00727,Geography,Social Sciences,International,Enrolled,Female,22.0,2023-04-25 12:19:48.990825
STU00728,Physics,Science,International,Enrolled,Male,18.0,2023-04-25 15:39:10.959132
STU00729,History,Arts & Humanities,Home,Enrolled,Female,20.0,2023-04-25 18:58:32.927439
STU00730,Medicine,Clinical Medicine,International,Enrolled,,23.0,2023-04-25 22:17:54.895746
STU00731,Economics,Social Sciences,International,Enrolled,Female,18.0,2023-04-26 01:37:16.864053
STU00732,Politics,Social Sciences,Home,Enrolled,Male,23.0,2023-04-26 04:56:38.832360
STU00733,Engineering,Engineering,Home,Enrolled,Male,24.0,2023-04-26 08:16:00.800667
STU00734,Mathematics,Science,Home,ENROLLED,Non-binary,23.0,2023-04-26 11:35:22.768974
STU00735,Psychology,Social Sciences,Home,Enrolled,Female,18.0,2023-04-26 14:54:44.737281
STU00736,Politics,Social Sciences,International,Rejected,Male,21.0,2023-04-26 18:14:06.705587
STU00737,Economics,Social Sciences,International,Enrolled,Female,22.0,2023-04-26 21:33:28.673894
STU00738,Philosophy,Arts & Humanities,Home,Enrolled,Female,19.0,2023-04-27 00:52:50.642201
STU00739,Computer Science,Science,International,Rejected,Female,19.0,2023-04-27 04:12:12.610508
STU00740,Computer Science,Science,Home,Rejected,Female,18.0,2023-04-27 07:31:34.578815
STU00741,Geography,Social Sciences,Home,Rejected,Female,18.0,2023-04-27 10:50:56.547122
STU00742,Engineering,Engineering,International,Enrolled,Female,24.0,2023-04-27 14:10:18.515429
STU00743,Computer Science,Science,International,Rejected,Male,24.0,2023-04-27 17:29:40.483736
STU00744,Medicine,Clinical Medicine,International,Enrolled,Male,25.0,2023-04-27 20:49:02.452043
STU00745,Computer Science,Science,Home,Enrolled,Female,23.0,2023-04-28 00:08:24.420350
STU00746,Chemical Engineering,Engineering,Home,Enrolled,Female,24.0,2023-04-28 03:27:46.388657
STU00747,Pharmacology,Clinical Medicine,International,Rejected,Male,19.0,2023-04-28 06:47:08.356964
STU00748,Psychology,Social Sciences,Home,Enrolled,Male,19.0,2023-04-28 10:06:30.325271
STU00749,Biology,Science,International,Rejected,Male,21.0,2023-04-28 13:25:52.293577
STU00750,Computer Science,Science,International,Enrolled,Male,23.0,2023-04-28 16:45:14.261884
STU00751,Computer Science,Science,Home,Rejected,Male,22.0,2023-04-28 20:04:36.230191
STU00752,Chemical Engineering,Engineering,International,Enrolled,Female,24.0,2023-04-28 23:23:58.198498
STU00753,Chemistry,Science,International,Rejected,Female,19.0,2023-04-29 02:43:20.166805
STU00754,Sociology,Social Sciences,Home,Enrolled,Male,21.0,2023-04-29 06:02:42.135112
STU00755,Civil Engineering,Engineering,International,Enrolled,Female,18.0,2023-04-29 09:22:04.103419
STU00756,Geography,Social Sciences,Home,Enrolled,Male,24.0,2023-04-29 12:41:26.071726
STU00757,Sociology,Social Sciences,Home,Enrolled,Female,19.0,2023-04-29 16:00:48.040033
STU00758,Chemistry,Science,Home,Enrolled,Non-binary,19.0,2023-04-29 19:20:10.008340
STU00759,Mathematics,Science,Home,Enroled,Female,22.0,2023-04-29 22:39:31.976647
STU00760,Computer Science,Science,International,Rejected,Male,25.0,2023-04-30 01:58:53.944954
STU00761,Medicine,Clinical Medicine,Home,Rejected,Male,23.0,2023-04-30 05:18:15.913261
STU00762,Politics,Social Sciences,Home,Rejected,Male,22.0,2023-04-30 08:37:37.881567
STU00763,Medicine,Clinical Medicine,Home,Rejected,Male,22.0,2023-04-30 11:56:59.849874
STU00764,Mathematics,Science,Home,Enrolled,Male,23.0,2023-04-30 15:16:21.818181
STU00765,Psychology,Social Sciences,International,Enrolled,Male,24.0,2023-04-30 18:35:43.786488
STU00766,Engineering,Engineering,Home,Enrolled,Male,25.0,2023-04-30 21:55:05.754795
STU00767,Biology,Science,Home,Enrolled,Female,20.0,2023-05-01 01:14:27.723102
STU00768,Medicine,Clinical Medicine,International,Enrolled,Male,20.0,2023-05-01 04:33:49.691409
STU00769,Classics,Arts & Humanities,Home,Rejected,Male,21.0,2023-05-01 07:53:11.659716
STU00770,Chemical Engineering,Engineering,Home,Rejected,Female,25.0,2023-05-01 11:12:33.628023
STU00771,Psychology,Social Sciences,Home,enrolled,Male,24.0,2023-05-01 14:31:55.596330
STU00772,Physics,Science,International,Enrolled,Male,18.0,2023-05-01 17:51:17.564637
STU00773,Mathematics,Science,International,Rejected,Male,23.0,2023-05-01 21:10:39.532944
STU00774,Psychology,Social Sciences,Home,Rejected,Male,21.0,2023-05-02 00:30:01.501251
STU00775,Psychology,Social Sciences,International,Enrolled,Male,22.0,2023-05-02 03:49:23.469557
STU00776,Philosophy,Arts & Humanities,Home,Enrolled,Female,24.0,2023-05-02 07:08:45.437864
STU00777,Civil Engineering,Engineering,International,Rejected,Female,19.0,2023-05-02 10:28:07.406171
STU00778,Engineering,Engineering,International,Rejected,Female,24.0,2023-05-02 13:47:29.374478
STU00779,BIOLOGY,Science,Home,Enrolled,Female,22.0,2023-05-02 17:06:51.342785
STU00780,Classics,Arts & Humanities,Home,Rejected,Male,22.0,2023-05-02 20:26:13.311092
STU00781,Pharmacology,Clinical Medicine,Home,Rejected,Female,21.0,2023-05-02 23:45:35.279399
STU00782,Economics,Social Sciences,Home,Enrolled,Female,19.0,2023-05-03 03:04:57.247706
STU00783,Medicine,Clinical Medicine,Home,Enrolled,Male,18.0,2023-05-03 06:24:19.216013
STU00784,Economics,Social Sciences,International,Enrolled,Female,22.0,2023-05-03 09:43:41.184320
STU00785,Physics,Science,Home,Enrolled,Male,24.0,2023-05-03 13:03:03.152627
STU00786,Engineering,Engineering,International,Rejected,Male,18.0,2023-05-03 16:22:25.120934
STU00787,Civil Engineering,Engineering,Home,Enrolled,Female,22.0,2023-05-03 19:41:47.089241
STU00788,Physics,Science,Home,Rejected,Female,22.0,2023-05-03 23:01:09.057547
STU00789,Psychology,Social Sciences,Home,Enrolled,Male,22.0,2023-05-04 02:20:31.025854
STU00790,Chemistry,Science,International,Enrolled,Female,20.0,2023-05-04 05:39:52.994161
STU00791,Engineering,Engineering,Home,Enrolled,Male,18.0,2023-05-04 08:59:14.962468
STU00792,Economics,Social Sciences,Home,Rejected,Male,25.0,2023-05-04 12:18:36.930775
STU00793,Engineering,Engineering,Home,ENROLLED,Male,18.0,2023-05-04 15:37:58.899082
STU00794,Engineering,Engineering,International,Rejected,Female,19.0,2023-05-04 18:57:20.867389
STU00795,Physics,Science,International,Enrolled,Male,22.0,2023-05-04 22:16:42.835696
STU00796,Veterinary Medicine,Clinical Medicine,Home,Enrolled,Male,24.0,2023-05-05 01:36:04.804003
STU00797,Chemistry,Science,Home,Enrolled,Male,19.0,2023-05-05 04:55:26.772310
STU00798,Engineering,Engineering,International,Rejected,Female,20.0,2023-05-05 08:14:48.740617
STU00799,Economics,Social Sciences,Home,Rejected,Female,19.0,2023-05-05 11:34:10.708924
STU00800,Pharmacology,Clinical Medicine,Home,Rejected,Male,22.0,2023-05-05 14:53:32.677231
STU00801,Physics,Science,Home,Enrolled,Male,19.0,2023-05-05 18:12:54.645537
STU00802,Computer Science,Science,International,Rejected,Female,19.0,2023-05-05 21:32:16.613844
STU00803,Psychology,Social Sciences,Home,Enrolled,Male,23.0,2023-05-06 00:51:38.582151
STU00804,Civil Engineering,Engineering,Home,Enrolled,Male,24.0,2023-05-06 04:11:00.550458
STU00805,Economics,Social Sciences,Home,Enroled,Female,21.0,2023-05-06 07:30:22.518765
STU00806,Music,Arts & Humanities,International,Rejected,,21.0,2023-05-06 10:49:44.487072
STU00807,Sociology,Social Sciences,International,Rejected,Female,20.0,2023-05-06 14:09:06.455379
STU00808,Computer Science,Science,International,Enrolled,Female,22.0,2023-05-06 17:28:28.423686
STU00809,Psychology,Social Sciences,Home,Rejected,Male,22.0,2023-05-06 20:47:50.391993
STU00810,SOCIOLOGY,Social Sciences,Home,Enrolled,Female,18.0,2023-05-07 00:07:12.360300
STU00811,Biology,Science,Home,Enrolled,Non-binary,23.0,2023-05-07 03:26:34.328607
STU00812,Computer Science,Science,INTERNATIONAL,Enrolled,Male,19.0,2023-05-07 06:45:56.296914
STU00813,Mathematics,Science,International,Enrolled,Female,24.0,2023-05-07 10:05:18.265221
STU00814,Medicine,Clinical Medicine,International,Rejected,Male,21.0,2023-05-07 13:24:40.233527
STU00815,Psychology,Social Sciences,International,Enrolled,Female,20.0,2023-05-07 16:44:02.201834
STU00816,Physics,Science,Home,Rejected,Male,23.0,2023-05-07 20:03:24.170141
STU00817,Veterinary Medicine,Clinical Medicine,Home,Rejected,Female,18.0,2023-05-07 23:22:46.138448
STU00818,History,Arts & Humanities,Home,Enrolled,Female,18.0,2023-05-08 02:42:08.106755
STU00819,Medicine,Clinical Medicine,Home,Enrolled,Female,18.0,2023-05-08 06:01:30.075062
STU00820,Medicine,Clinical Medicine,International,Rejected,Male,21.0,2023-05-08 09:20:52.043369
STU00821,Pharmacology,Clinical Medicine,Home,Enrolled,Female,24.0,2023-05-08 12:40:14.011676
STU00822,Chemistry,Science,International,Enrolled,Male,23.0,2023-05-08 15:59:35.979983
STU00823,Geography,Social Sciences,Home,Enrolled,Female,19.0,2023-05-08 19:18:57.948290
STU00824,Pharmacology,Clinical Medicine,International,Rejected,Male,21.0,2023-05-08 22:38:19.916597
STU00825,Civil Engineering,Engineering,International,Enrolled,Female,24.0,2023-05-09 01:57:41.884904
STU00826,Economics,Social Sciences,International,Enrolled,Male,,2023-05-09 05:17:03.853211
STU00827,History,Arts & Humanities,Home,Enrolled,Female,22.0,2023-05-09 08:36:25.821517
STU00828,Economics,Social Sciences,International,Rejected,Female,21.0,2023-05-09 11:55:47.789824
STU00829,Psychology,Social Sciences,Home,Rejected,Female,20.0,2023-05-09 15:15:09.758131
STU00830,Engineering,Engineering,Home,Enrolled,,23.0,2023-05-09 18:34:31.726438
STU00831,Engineering,Engineering,Home,Rejected,Female,24.0,2023-05-09 21:53:53.694745
STU00832,Biology,Science,Home,Enrolled,Female,22.0,2023-05-10 01:13:15.663052
STU00833,Sociology,Social Sciences,Home,Enrolled,Male,25.0,2023-05-10 04:32:37.631359
STU00834,Biology,Science,International,Enrolled,Male,24.0,2023-05-10 07:51:59.599666
STU00835,Medicine,Clinical Medicine,International,Enrolled,Female,23.0,2023-05-10 11:11:21.567973
STU00836,Chemistry,Science,Home,Rejected,Male,19.0,2023-05-10 14:30:43.536280
STU00837,Geography,Social Sciences,International,Rejected,Non-binary,22.0,2023-05-10 17:50:05.504587
STU00838,Music,Arts & Humanities,Home,Rejected,Female,23.0,2023-05-10 21:09:27.472894
STU00839,Economics,Social Sciences,Home,Enrolled,Male,23.0,2023-05-11 00:28:49.441201
STU00840,Chemical Engineering,Engineering,International,Rejected,Female,18.0,2023-05-11 03:48:11.409507
STU00841,Computer Science,Science,Home,Rejected,Male,20.0,2023-05-11 07:07:33.377814
STU00842,Medicine,Clinical Medicine,International,Enrolled,Female,20.0,2023-05-11 10:26:55.346121
STU00843,Politics,Social Sciences,Home,Enrolled,Female,,2023-05-11 13:46:17.314428
STU00844,Engineering,Engineering,International,Rejected,Male,22.0,2023-05-11 17:05:39.282735
STU00845,Engineering,Engineering,International,Rejected,Male,19.0,2023-05-11 20:25:01.251042
STU00846,Engineering,Engineering,Home,Rejected,Female,21.0,2023-05-11 23:44:23.219349
STU00847,Computer Science,Science,Home,enrolled,Male,20.0,2023-05-12 03:03:45.187656
STU00848,Computer Science,Science,International,Rejected,Male,24.0,2023-05-12 06:23:07.155963
STU00849,Medicine,Clinical Medicine,Home,Rejected,Male,23.0,2023-05-12 09:42:29.124270
STU00850,Medicine,Clinical Medicine,International,Rejected,Male,20.0,2023-05-12 13:01:51.092577
STU00851,Engineering,Engineering,Home,Rejected,Female,23.0,2023-05-12 16:21:13.060884
STU00852,History,Arts & Humanities,International,Rejected,Male,21.0,2023-05-12 19:40:35.029190
STU00853,History,Arts & Humanities,International,Rejected,Male,23.0,2023-05-12 22:59:56.997497
STU00854,Politics,Social Sciences,Home,Enrolled,Female,24.0,2023-05-13 02:19:18.965804
STU00855,Engineering,Engineering,International,Enrolled,Female,21.0,2023-05-13 05:38:40.934111
STU00856,Civil Engineering,Engineering,Home,Enrolled,Female,18.0,2023-05-13 08:58:02.902418
STU00857,Medicine,Clinical Medicine,Home,Enrolled,Male,21.0,2023-05-13 12:17:24.870725
STU00858,Biology,Science,Home,Enrolled,Male,25.0,2023-05-13 15:36:46.839032
STU00859,Philosophy,Arts & Humanities,Home,Enrolled,Male,20.0,2023-05-13 18:56:08.807339
STU00860,Politics,Social Sciences,International,Enrolled,Male,24.0,2023-05-13 22:15:30.775646
STU00861,Engineering,Engineering,Home,Rejected,Female,20.0,2023-05-14 01:34:52.743953
STU00862,Biology,Science,International,Enrolled,Non-binary,23.0,2023-05-14 04:54:14.712260
STU00863,Medicine,Clinical Medicine,Home,Rejected,,19.0,2023-05-14 08:13:36.680567
STU00864,Engineering,Engineering,Home,Rejected,Female,,2023-05-14 11:32:58.648874
STU00865,History,Arts & Humanities,Home,Rejected,Male,25.0,2023-05-14 14:52:20.617180
STU00866,Veterinary Medicine,Clinical Medicine,Home,Rejected,Female,25.0,2023-05-14 18:11:42.585487
STU00867,Computer Science,Science,Home,Enrolled,Female,21.0,2023-05-14 21:31:04.553794
STU00868,Computer Science,Science,Home,Rejected,Female,22.0,2023-05-15 00:50:26.522101
STU00869,Music,Arts & Humanities,Home,Rejected,Male,25.0,2023-05-15 04:09:48.490408
STU00870,Sociology,Social Sciences,International,Rejected,Male,24.0,2023-05-15 07:29:10.458715
STU00871,Psychology,Social Sciences,Home,Enrolled,,21.0,2023-05-15 10:48:32.427022
STU00872,Veterinary Medicine,Clinical Medicine,International,Enrolled,Female,22.0,2023-05-15 14:07:54.395329
STU00873,Mathematics,Science,International,Enrolled,Female,21.0,2023-05-15 17:27:16.363636
STU00874,History,Arts & Humanities,Home,Enrolled,Female,24.0,2023-05-15 20:46:38.331943
STU00875,Engineering,Engineering,international,Rejected,Male,18.0,2023-05-16 00:06:00.300250
STU00876,Politics,Social Sciences,Home,Rejected,Male,22.0,2023-05-16 03:25:22.268557
STU00877,Physics,Science,Home,Enrolled,Female,25.0,2023-05-16 06:44:44.236864
STU00878,Engineering,Engineering,Home,Rejected,Male,23.0,2023-05-16 10:04:06.205170
STU00879,Music,Arts & Humanities,Home,Enrolled,Male,25.0,2023-05-16 13:23:28.173477
STU00880,Biology,Science,International,Enrolled,Female,25.0,2023-05-16 16:42:50.141784
STU00881,Physics,Science,Home,Enrolled,Female,23.0,2023-05-16 20:02:12.110091
STU00882,Physics,Science,Home,Rejected,Male,24.0,2023-05-16 23:21:34.078398
STU00883,English,Arts & Humanities,Home,Enrolled,Male,24.0,2023-05-17 02:40:56.046705
